1564524005.0111814,1026.5,-64.0,1024.0,32.0
1564524005.0121067,1025.62,-48.0,1024.0,32.0
1564524005.0135298,1028.61,-96.0,1024.0,16.0
1564524005.0143268,1027.62,-80.0,1024.0,32.0
1564524005.0150878,1011.68,-80.0,1008.0,32.0
1564524005.015831,1027.62,-80.0,1024.0,32.0
1564524005.0165684,1028.61,-96.0,1024.0,16.0
1564524005.0172977,1027.24,-80.0,1024.0,16.0
1564524005.018042,1027.62,-80.0,1024.0,32.0
1564524005.0187793,1027.62,-80.0,1024.0,32.0
1564524005.0195117,1027.62,-80.0,1024.0,32.0
1564524005.0202494,1027.24,-80.0,1024.0,16.0
1564524005.0209737,1027.24,-80.0,1024.0,16.0
1564524005.0216968,1027.24,-80.0,1024.0,16.0
1564524005.0224369,1027.62,-80.0,1024.0,32.0
1564524005.0231657,1027.62,-80.0,1024.0,32.0
1564524005.0238853,1028.61,-96.0,1024.0,16.0
1564524005.0245998,1028.61,-96.0,1024.0,16.0
1564524005.0252752,1028.61,-96.0,1024.0,16.0
1564524005.0259619,1027.62,-80.0,1024.0,32.0
1564524005.0266411,1011.68,-80.0,1008.0,32.0
1564524005.0273142,1027.62,-80.0,1024.0,32.0
1564524005.027985,1028.61,-96.0,1024.0,16.0
1564524005.0286644,1027.24,-80.0,1024.0,16.0
1564524005.029387,1027.62,-80.0,1024.0,32.0
1564524005.0301285,1027.62,-80.0,1024.0,32.0
1564524005.0308566,1027.62,-80.0,1024.0,32.0
1564524005.0315804,1027.24,-80.0,1024.0,16.0
1564524005.032299,1027.24,-80.0,1024.0,16.0
1564524005.0330217,1027.24,-80.0,1024.0,16.0
1564524005.0337415,1027.62,-80.0,1024.0,32.0
1564524005.0344818,1027.62,-80.0,1024.0,32.0
1564524005.035213,1028.61,-96.0,1024.0,16.0
1564524005.0359364,1028.61,-96.0,1024.0,16.0
1564524005.0366588,1028.61,-96.0,1024.0,16.0
1564524005.0373769,1027.62,-80.0,1024.0,32.0
1564524005.0381193,1011.68,-80.0,1008.0,32.0
1564524005.038847,1027.62,-80.0,1024.0,32.0
1564524005.0395613,1028.61,-96.0,1024.0,16.0
1564524005.0402381,1027.24,-80.0,1024.0,16.0
1564524005.0409112,1027.62,-80.0,1024.0,32.0
