1564475823.7951117,1016.35,-272.0,976.0,-80.0
1564475823.7957962,1020.74,-288.0,976.0,-80.0
1564475823.796856,1017.1,-224.0,992.0,-16.0
1564475823.7973652,1017.1,-224.0,992.0,-16.0
1564475823.7978559,1017.1,-224.0,992.0,-16.0
1564475823.798299,1017.1,-224.0,992.0,-16.0
1564475823.798887,1017.1,-224.0,992.0,-16.0
1564475823.7993786,1017.1,-224.0,992.0,-16.0
1564475823.7998722,1033.08,-224.0,1008.0,-32.0
1564475823.800315,1017.1,-224.0,992.0,-16.0
1564475823.800703,0.1,-224.0,992.0,-16.0
1564475823.8012617,1017.1,-224.0,992.0,-16.0
1564475823.8017151,1017.1,-224.0,992.0,-16.0
1564475823.8022153,1017.1,-224.0,992.0,-16.0
1564475823.8026483,1017.1,-224.0,992.0,-16.0
1564475823.8033457,1017.48,-224.0,992.0,-32.0
1564475823.8039203,1017.1,-224.0,992.0,-16.0
1564475823.8043902,1020.74,-240.0,992.0,-16.0
1564475823.804845,1017.1,-224.0,992.0,-16.0
1564475823.8053987,1017.1,-224.0,992.0,-16.0
1564475823.8058448,1017.1,-224.0,992.0,-16.0
1564475823.8062718,1017.1,-224.0,992.0,-16.0
1564475823.8068616,1017.1,-224.0,992.0,-16.0
1564475823.8076417,1017.1,-224.0,992.0,-16.0
1564475823.8084826,1033.08,-224.0,1008.0,-32.0
1564475823.8090065,1017.1,-224.0,992.0,-16.0
1564475823.8094456,0.1,-224.0,992.0,-16.0
1564475823.8098965,1017.1,-224.0,992.0,-16.0
1564475823.8103266,1017.1,-224.0,992.0,-16.0
1564475823.8107493,1017.1,-224.0,992.0,-16.0
1564475823.811182,1017.1,-224.0,992.0,-16.0
1564475823.811618,1017.48,-224.0,992.0,-32.0
1564475823.8120496,1017.1,-224.0,992.0,-16.0
1564475823.8124835,1020.74,-240.0,992.0,-16.0
1564475823.8129141,1017.1,-224.0,992.0,-16.0
1564475823.8133614,1017.1,-224.0,992.0,-16.0
1564475823.8138957,1017.1,-224.0,992.0,-16.0
1564475823.8143897,1017.1,-224.0,992.0,-16.0
1564475823.8148398,1017.1,-224.0,992.0,-16.0
1564475823.8152757,1017.1,-224.0,992.0,-16.0
1564475823.8158793,1033.08,-224.0,1008.0,-32.0
1564475823.8163252,1017.1,-224.0,992.0,-16.0
1564475823.816706,0.1,-224.0,992.0,-16.0
